"escuela","sexo","edad","ambito","grupo_familiar","estado_padres","educ_madre","educ_padre","trabajo_madre","trabajo_padre","razon_escuela","tutor","duracion_viaje","tiempo_estudio","asignaturas_perdidas","becas","apoyo_familiar","clases_particulares","act_extracurriculares","fue_guarderia","quiere_educ_superior","internet_casa","en_pareja","rel_familia","tiempo_libre","sale_con_amigos","alcohol_diario","alcohol_semanal","salud","ausencias","nota_1er_parcial","nota_2do_parcial","nota_final"
"GP","M",17,"urbano","menos de 3","juntos","universitaria","universitaria","educacion","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","buena","mucho","mucho","muy poco","mas o menos","muy buena",0,11,9,10
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","secundaria","desde casa","servicios publicos","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","no","si","","si","buena","mas o menos","muchisimo","muy poco","muy poco","mas o menos",0,14,13,13
"GP","F",16,"urbano","menos de 3","juntos","secundaria","secundaria","otro","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","si","no","si","","si","si","no","buena","mucho","muchisimo","muy poco","muy poco","buena",0,14,14,15
"GP","M",17,"urbano","menos de 3","juntos","universitaria","secundaria","educacion","otro","cursos","","15 a 30 min","2 a 5 horas",0,"no","no","no","si","si","","si","no","buena","mucho","mucho","mucho","mucho","buena",0,10,11,11
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","no","no","si","no","si","si","no","mas o menos","mucho","mucho","muy poco","mucho","muy buena",0,13,12,14
"GP","M",17,"urbano","mas de 3","","secundaria","secundaria","otro","otro","reputacion","padre","1 a 15 min","2 a 5 horas",0,"","no","no","si","no","si","si","no","buena","mas o menos","mucho","muy poco","mucho","buena",4,11,9,10
"GP","M",16,"rural","mas de 3","","universitaria","primaria (hasta 9no)","educacion","servicios publicos","otra","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","si","si","si","si","si","buena","mas o menos","mas o menos","mas o menos","mucho","mas o menos",8,10,9,11
"GP","M",17,"urbano","mas de 3","juntos","universitaria","secundaria","otro","otro","cursos","","1 a 15 min","2 a 5 horas",0,"no","si","si","si","si","si","si","si","muy buena","poco","mas o menos","muy poco","muy poco","mala",4,11,11,13
"GP","M",16,"urbano","mas de 3","juntos","universitaria","secundaria","educacion","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","si","si","si","si","no","mas o menos","mucho","mas o menos","poco","mas o menos","mas o menos",4,11,10,11
"GP","M",16,"urbano","mas de 3","juntos","secundaria","secundaria","servicios publicos","","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","si","buena","poco","mas o menos","muy poco","poco","mas o menos",0,11,12,13
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","universitaria","servicios publicos","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","no","no","muy buena","mucho","poco","poco","mas o menos","muy buena",0,17,18,17
"GP","F",17,"urbano","menos de 3","juntos","secundaria","secundaria","otro","","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","si","si","muy buena","mas o menos","mas o menos","poco","mas o menos","muy mala",32,14,13,14
"GP","F",16,"urbano","mas de 3","","secundaria","primaria (hasta 9no)","otro","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","muy mala","poco","poco","muy poco","poco","muy mala",8,14,15,16
"GP","M",17,"urbano","mas de 3","juntos","secundaria","secundaria","servicios publicos","servicios publicos","otra","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","","si","si","si","buena","mas o menos","mucho","poco","mas o menos","buena",6,11,13,14
"GP","M",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","servicios publicos","servicios publicos","otra","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","si","si","si","","si","mas o menos","mas o menos","mas o menos","muy poco","poco","mas o menos",0,10,9,11
"GP","M",16,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","","si","si","si","buena","poco","mas o menos","muy poco","poco","muy buena",0,13,14,16
"GP","F",17,"urbano","mas de 3","separados","secundaria","secundaria","salud","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"","si","no","no","no","","si","si","mas o menos","mas o menos","mas o menos","muy poco","mas o menos","mas o menos",10,12,13,14
"GP","M",17,"rural","mas de 3","","primaria (hasta 4to)","primaria (hasta 9no)","desde casa","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","no","","si","no","no","mas o menos","muy poco","mas o menos","muy poco","muchisimo","mas o menos",6,9,9,10
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","servicios publicos","servicios publicos","cursos","","1 a 15 min","2 a 5 horas",0,"no","no","no","no","","si","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","mala",6,12,12,13
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","","si","no","muy buena","mas o menos","mas o menos","muy poco","muy poco","mas o menos",0,12,11,12
"GP","M",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","desde casa","servicios publicos","otra","otro","15 a 30 min","2 a 5 horas",0,"no","no","no","si","no","si","si","no","buena","mucho","mucho","mucho","muchisimo","muy buena",16,10,11,12
"GP","M",16,"rural","mas de 3","juntos","secundaria","secundaria","servicios publicos","servicios publicos","reputacion","","1 a 15 min","menos de 2 horas",0,"no","si","no","si","si","si","si","no","buena","mas o menos","poco","mas o menos","mucho","muy buena",0,11,10,10
"GP","M",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","otro","otro","cerca de casa","padre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","si","si","si","no","muy buena","mas o menos","mas o menos","muy poco","muy poco","mas o menos",0,13,12,12
"GP","F",17,"urbano","menos de 3","juntos","primaria (hasta 9no)","universitaria","servicios publicos","servicios publicos","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","si","buena","mas o menos","poco","muy poco","muy poco","muy buena",8,14,15,16
"GP","M",17,"urbano","mas de 3","juntos","universitaria","universitaria","servicios publicos","educacion","cerca de casa","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","si","si","no","muy buena","poco","mas o menos","muy poco","poco","muy buena",4,13,13,14
"GP","M",16,"rural","menos de 3","","secundaria","secundaria","educacion","otro","cerca de casa","padre","30 min a 1 hora","menos de 2 horas",0,"no","si","no","si","si","","","no","mas o menos","mas o menos","mucho","mas o menos","muchisimo","mas o menos",16,10,11,12
"GP","F",17,"urbano","mas de 3","juntos","universitaria","universitaria","servicios publicos","educacion","cerca de casa","madre","15 a 30 min","menos de 2 horas",1,"no","si","no","no","si","si","si","no","buena","poco","mucho","poco","mas o menos","mala",30,14,15,16
"GP","F",16,"urbano","menos de 3","juntos","universitaria","universitaria","educacion","educacion","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","buena","muchisimo","poco","muy poco","poco","mas o menos",0,11,10,11
"GP","F",16,"urbano","mas de 3","juntos","universitaria","secundaria","salud","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","","no","buena","mas o menos","muchisimo","muy poco","muchisimo","mala",2,14,14,15
"GP","F",16,"urbano","mas de 3","","primaria (hasta 9no)","secundaria","otro","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"si","si","no","si","","si","no","no","buena","mucho","mas o menos","muy poco","mas o menos","buena",4,11,12,12
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","no","","no","no","buena","mucho","mucho","muy poco","mas o menos","muy mala",0,14,15,15
"GP","F",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","reputacion","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","no","si","si","si","no","muy buena","mas o menos","poco","muy poco","poco","mas o menos",21,13,13,13
"GP","F",16,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","reputacion","madre","15 a 30 min","mas de 10 horas",0,"no","si","no","si","no","si","si","no","muy buena","mas o menos","muchisimo","muy poco","muy poco","muy buena",6,13,13,13
"GP","F",17,"urbano","mas de 3","juntos","secundaria","universitaria","desde casa","servicios publicos","cerca de casa","","1 a 15 min","5 a 10 horas",1,"","si","si","no","","si","si","si","buena","mucho","mas o menos","mas o menos","mucho","muy buena",14,8,9,8
"GP","F",16,"urbano","mas de 3","separados","secundaria","primaria (hasta 4to)","servicios publicos","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","mala","mas o menos","mas o menos","poco","poco","buena",2,11,11,12
"GP","F",16,"urbano","mas de 3","juntos","universitaria","secundaria","educacion","otro","otra","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","","si","si","muy mala","mas o menos","poco","muy poco","muy poco","muy mala",4,14,15,15
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cerca de casa","","15 a 30 min","menos de 2 horas",0,"no","si","no","no","si","si","no","no","buena","mas o menos","poco","muy poco","mucho","muy buena",2,12,13,13
"GP","F",17,"rural","mas de 3","juntos","universitaria","secundaria","educacion","otro","reputacion","madre","15 a 30 min","5 a 10 horas",0,"","si","no","si","si","si","si","si","buena","mucho","poco","muy poco","muy poco","buena",0,11,12,12
"GP","F",19,"urbano","mas de 3","juntos","secundaria","secundaria","otro","otro","reputacion","otro","1 a 15 min","mas de 10 horas",0,"no","si","no","si","si","si","si","no","buena","mas o menos","mas o menos","muy poco","poco","mas o menos",4,12,12,12
"GP","M",17,"urbano","menos de 3","juntos","universitaria","universitaria","servicios publicos","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","","si","si","muy buena","mas o menos","muchisimo","mucho","muchisimo","mas o menos",15,13,12,12
"GP","F",16,"urbano","mas de 3","separados","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"si","si","no","no","si","","si","no","mas o menos","mas o menos","mucho","muy poco","muy poco","buena",0,13,13,13
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","","no","buena","mucho","mucho","poco","mucho","muy buena",10,12,11,11
"GP","F",17,"rural","menos de 3","juntos","universitaria","universitaria","servicios publicos","otro","otra","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","no","si","si","no","no","muy buena","poco","muy poco","muy poco","poco","mas o menos",6,12,11,11
"GP","F",17,"urbano","menos de 3","","secundaria","primaria (hasta 9no)","otro","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","no","no","no","si","si","","no","buena","mucho","mucho","muy poco","mas o menos","muy mala",2,14,16,15
"GP","F",17,"urbano","mas de 3","juntos","universitaria","secundaria","otro","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"","no","no","no","","si","si","si","mas o menos","mucho","muchisimo","poco","mucho","muy mala",16,11,9,10
"GP","M",18,"urbano","menos de 3","juntos","secundaria","secundaria","servicios publicos","salud","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","mas o menos","poco","mucho","poco","mucho","buena",10,10,10,10
"GP","F",17,"urbano","mas de 3","","primaria (hasta 9no)","secundaria","desde casa","","cerca de casa","padre","15 a 30 min","menos de 2 horas",0,"no","si","no","no","si","si","no","no","mas o menos","mas o menos","mas o menos","muy poco","mucho","mas o menos",4,12,13,13
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","desde casa","cursos","","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","buena",0,12,12,13
"GP","F",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","servicios publicos","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","buena","poco","muchisimo","muy poco","poco","muy buena",0,11,10,11
"GP","F",17,"urbano","mas de 3","","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","","reputacion","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","no","si","buena","mas o menos","mucho","muy poco","muy poco","muy buena",12,12,12,12
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","servicios publicos","educacion","otra","madre","1 a 15 min","2 a 5 horas",0,"si","no","no","no","si","si","si","no","mala","mas o menos","muy poco","muy poco","muy poco","mas o menos",0,13,13,14
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","madre","15 a 30 min","2 a 5 horas",3,"no","si","si","no","si","si","si","no","mas o menos","mas o menos","mas o menos","muchisimo","muchisimo","buena",9,10,9,10
"GP","F",16,"urbano","mas de 3","","universitaria","universitaria","educacion","servicios publicos","cerca de casa","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","no","si","si","no","muy buena","mas o menos","poco","muy poco","muy poco","muy buena",4,15,16,16
"GP","F",18,"rural","mas de 3","juntos","secundaria","primaria (hasta 4to)","otro","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","","si","si","si","muy buena","mas o menos","mas o menos","muy poco","muy poco","buena",4,8,8,8
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","no","si","","no","muy buena","mas o menos","mucho","muy poco","mas o menos","mas o menos",2,17,18,17
"GP","M",17,"urbano","menos de 3","juntos","primaria (hasta 9no)","secundaria","servicios publicos","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","no","si","","no","muy buena","mas o menos","mas o menos","muy poco","mas o menos","mas o menos",0,10,11,11
"GP","M",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","otro","cursos","madre","mas de 1 hora","2 a 5 horas",0,"si","si","no","si","si","si","","si","buena","mas o menos","poco","mucho","muchisimo","mas o menos",2,9,10,11
"GP","F",17,"urbano","mas de 3","separados","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","","15 a 30 min","5 a 10 horas",0,"no","no","no","si","si","si","si","si","mas o menos","poco","mas o menos","muy poco","poco","mas o menos",0,15,15,16
"GP","F",17,"urbano","menos de 3","juntos","universitaria","secundaria","salud","otro","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","","si","si","mas o menos","poco","mas o menos","muy poco","poco","mas o menos",0,14,12,12
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","padre","15 a 30 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","buena","muchisimo","poco","muy poco","muy poco","muy mala",0,12,13,13
"GP","M",17,"urbano","mas de 3","","universitaria","universitaria","educacion","educacion","reputacion","madre","1 a 15 min","2 a 5 horas",0,"si","si","no","si","","","si","si","buena","muchisimo","muchisimo","muy poco","mas o menos","mala",0,13,13,13
"GP","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","salud","otro","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","buena","poco","mucho","poco","mucho","muy mala",0,13,13,14
"GP","M",16,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","madre","15 a 30 min","2 a 5 horas",0,"no","si","no","no","si","","si","no","mas o menos","mucho","poco","muy poco","muy poco","muy buena",2,9,9,9
"GP","M",16,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","desde casa","otro","reputacion","madre","15 a 30 min","5 a 10 horas",0,"no","no","no","si","si","","si","si","muy buena","mas o menos","mas o menos","muy poco","mas o menos","mala",0,12,12,12
"GP","M",17,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","no","si","si","si","buena","mucho","poco","muchisimo","muchisimo","buena",0,16,16,16
"GP","F",16,"urbano","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cerca de casa","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","si","si","si","buena","muchisimo","poco","muy poco","muy poco","muy buena",4,9,10,10
"GP","F",16,"urbano","mas de 3","separados","universitaria","primaria (hasta 4to)","otro","otro","cerca de casa","","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","si","muy buena","mas o menos","mas o menos","muy poco","poco","muy buena",0,14,13,13
"GP","F",18,"urbano","menos de 3","separados","primaria (hasta 9no)","universitaria","servicios publicos","otro","cursos","madre","15 a 30 min","2 a 5 horas",1,"no","si","no","no","","si","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","mas o menos",18,10,10,10
"GP","F",18,"urbano","menos de 3","","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",1,"no","si","no","no","no","si","si","si","muy buena","mas o menos","muy poco","muy poco","muy poco","muy buena",16,9,8,10
"GP","F",18,"urbano","mas de 3","juntos","secundaria","secundaria","otro","","cursos","madre","15 a 30 min","menos de 2 horas",1,"no","no","no","no","si","no","si","no","buena","muy poco","muy poco","muy poco","muy poco","mas o menos",14,8,7,7
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","desde casa","cursos","otro","1 a 15 min","menos de 2 horas",1,"no","si","no","si","no","no","si","si","buena","mucho","mas o menos","poco","poco","muy mala",26,7,8,8
"GP","M",17,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","si","no","si","si","no","buena","poco","muy poco","muy poco","poco","muy buena",6,10,8,9
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","otro","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","no","no","muy buena","mucho","poco","muy poco","muy poco","mas o menos",4,14,14,15
"GP","F",17,"urbano","menos de 3","","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","desde casa","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","si","si","buena","mas o menos","poco","muy poco","poco","buena",10,11,10,10
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"","no","no","no","si","no","si","no","muy buena","mas o menos","muchisimo","muy poco","poco","muy buena",4,12,11,11
"GP","F",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","servicios publicos","cursos","madre","30 min a 1 hora","2 a 5 horas",0,"no","no","no","si","si","si","no","no","mala","muy poco","muy poco","muy poco","muy poco","mas o menos",2,13,13,13
"GP","F",17,"rural","menos de 3","separados","primaria (hasta 4to)","universitaria","otro","otro","cursos","otro","mas de 1 hora","menos de 2 horas",1,"no","si","no","no","si","si","si","no","muy buena","muchisimo","mucho","muy poco","muy poco","muy buena",14,9,9,8
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",0,"","no","no","no","si","no","","no","muy buena","muchisimo","mucho","mas o menos","muchisimo","mala",16,8,7,8
"GP","F",17,"urbano","menos de 3","separados","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","madre","1 a 15 min","menos de 2 horas",1,"no","si","no","no","no","no","si","no","mas o menos","muy poco","poco","muy poco","muy poco","muy mala",8,11,9,10
"GP","F",17,"rural","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cursos","madre","15 a 30 min","5 a 10 horas",0,"no","no","no","si","si","si","si","no","buena","mas o menos","mas o menos","muy poco","mas o menos","muy buena",4,15,14,15
"GP","F",17,"urbano","menos de 3","separados","universitaria","primaria (hasta 9no)","educacion","","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","no","no","buena","mas o menos","poco","muy poco","muy poco","buena",4,15,14,14
"GP","M",17,"urbano","menos de 3","juntos","universitaria","secundaria","salud","","cursos","madre","15 a 30 min","2 a 5 horas",0,"no","no","no","si","si","si","si","si","mala","muchisimo","muchisimo","muy poco","mucho","muy buena",8,15,15,15
"GP","M",17,"rural","menos de 3","separados","universitaria","universitaria","educacion","otro","cursos","madre","15 a 30 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","mas o menos","mas o menos","mas o menos","poco","mas o menos","buena",0,12,12,12
"GP","M",16,"urbano","menos de 3","juntos","universitaria","secundaria","educacion","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","si","no","si","si","no","muy buena","mucho","muchisimo","muy poco","muy poco","mas o menos",7,14,14,15
"GP","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","servicios publicos","servicios publicos","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","si","si","si","","si","no","muy buena","mas o menos","poco","muy poco","poco","muy buena",4,14,15,15
"GP","F",17,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cursos","","1 a 15 min","2 a 5 horas",0,"no","si","si","no","si","si","si","si","muy buena","mas o menos","muy poco","muy poco","mucho","muy buena",2,11,11,12
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","padre","15 a 30 min","5 a 10 horas",0,"no","no","no","no","no","si","si","si","buena","mas o menos","mas o menos","muy poco","muy poco","muy mala",2,13,14,15
"GP","F",17,"urbano","mas de 3","","secundaria","secundaria","servicios publicos","","cerca de casa","madre","15 a 30 min","5 a 10 horas",0,"no","si","no","no","si","si","si","si","buena","poco","poco","poco","mas o menos","muy buena",10,11,11,11
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"si","no","no","no","no","si","no","si","buena","mas o menos","poco","muy poco","muy poco","buena",10,10,9,10
"GP","F",18,"urbano","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","otro","","cursos","otro","15 a 30 min","5 a 10 horas",0,"no","si","no","no","no","si","si","si","buena","mucho","mucho","muy poco","muy poco","mas o menos",10,12,10,11
"GP","M",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","","cursos","madre","30 min a 1 hora","menos de 2 horas",0,"no","no","no","no","si","si","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","buena",7,15,16,16
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","no","no","buena","mas o menos","mucho","muy poco","poco","muy buena",4,11,10,11
"GP","M",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","otro","otro","cursos","padre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","si","","","no","muy buena","poco","poco","muy poco","muy poco","mala",2,9,12,13
"GP","M",22,"urbano","mas de 3","","secundaria","primaria (hasta 4to)","servicios publicos","servicios publicos","otra","madre","1 a 15 min","menos de 2 horas",3,"no","no","no","no","no","no","si","si","muy buena","mucho","muchisimo","muchisimo","muchisimo","muy mala",12,7,8,5
"GP","M",18,"rural","menos de 3","juntos","secundaria","secundaria","otro","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","","si","si","buena","mas o menos","mas o menos","muy poco","mas o menos","muy buena",8,10,9,10
"GP","M",16,"urbano","mas de 3","juntos","ninguna","primaria (hasta 9no)","otro","otro","otra","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","no","si","si","no","buena","mas o menos","poco","poco","mucho","muy buena",0,11,12,11
"GP","M",18,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","servicios publicos","otro","cursos","madre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","","no","si","no","buena","mucho","muchisimo","poco","mucho","muy buena",8,7,8,7
"GP","M",16,"urbano","mas de 3","juntos","secundaria","secundaria","desde casa","otro","reputacion","otro","30 min a 1 hora","2 a 5 horas",1,"si","si","no","no","no","si","si","no","muy buena","mas o menos","mas o menos","muy poco","mas o menos","mala",4,9,11,10
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","servicios publicos","otra","madre","1 a 15 min","menos de 2 horas",2,"no","no","no","no","no","no","si","no","mas o menos","poco","muchisimo","poco","muchisimo","muy buena",4,7,8,6
"GP","M",16,"rural","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","madre","15 a 30 min","menos de 2 horas",0,"","no","no","si","no","si","no","no","mas o menos","mas o menos","poco","muy poco","mas o menos","mas o menos",2,14,13,12
"GP","M",17,"rural","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","","1 a 15 min","menos de 2 horas",0,"no","no","no","no","no","si","si","no","buena","mucho","poco","poco","mucho","muy buena",0,12,12,13
"GP","M",17,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","salud","otro","cursos","madre","15 a 30 min","menos de 2 horas",1,"no","si","no","si","si","si","","no","buena","mucho","mucho","muy poco","poco","muy buena",0,9,10,10
"GP","F",18,"urbano","menos de 3","separados","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","","1 a 15 min","2 a 5 horas",0,"no","si","no","no","no","si","si","si","buena","mas o menos","mucho","muy poco","mas o menos","muy buena",2,12,12,13
"GP","F",17,"urbano","menos de 3","juntos","universitaria","primaria (hasta 9no)","educacion","servicios publicos","reputacion","madre","1 a 15 min","mas de 10 horas",0,"no","si","no","si","","si","si","no","buena","poco","mas o menos","muy poco","muy poco","buena",2,14,15,17
"GP","F",19,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","","si","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","muy buena",0,10,10,11
"GP","M",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","otro","cursos","","30 min a 1 hora","2 a 5 horas",1,"no","no","no","si","no","no","si","no","buena","mucho","muchisimo","mucho","mucho","muy buena",4,11,10,11
"GP","F",17,"rural","mas de 3","juntos","universitaria","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","si","no","buena","mas o menos","mucho","muy poco","mas o menos","muy buena",2,11,12,14
"GP","F",18,"urbano","menos de 3","","primaria (hasta 4to)","primaria (hasta 4to)","otro","desde casa","cerca de casa","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","no","no","si","no","no","buena","mucho","mas o menos","poco","mas o menos","mas o menos",4,11,12,14
